,Body,acode1,acode2,acode3,acode4,acode5,acode6,acode7,acode8,acode9,acode10,pcode1,pcode2,pcode3,pcode4,pcode5,pcode6,pcode7,pcode8,pcode9,pcode10
188,little blue menu felt like a last minute add on that threw a lot of departments into a tailspin and added a ton of work without any additional capacity the speed in which we dove head first into that without seemingly thinking through the pitfalls and risks was unnecessary and caused a lot of headaches when work like this gets thrust onto departments there are necessary trade offs that occur in order to meet the demands of the business my question is what possibly fell through the cracks or didn t get completed as a result of the lbm initiative or did nothing fall through because we have such high performing teams and did families suffer due to long work hours to make it happen it would be a great post mortem conversation at some point,13,54,,,,,,,,,13,,,,,,,,,
189,real estate location we are building in very dangerous high risk areas we place the brand operators and team members at a dangerous crossroads when we make real estate decisions without considering crime trends our approach seems to be this area will be good in or years but the time it takes to get there is dangerous to say the least why not buy the land and sit on it we have to get better here,53,,,,,,,,,,53,,,,,,,,,
190,safety is a top priority of cfa and definitely should be but sometimes the covid protocols can be so strict that it deters people from coming into the office,4,,,,,,,,,,,,,,,,,,,
191,promotions tms has unintended consequences and the process is inefficient,3,,,,,,,,,,3,,,,,,,,,
192,people leader hires,70,,,,,,,,,,70,,,,,,,,,
193,promotion decisions still seem very subjective despite efforts to create structure around them exceptions are still made for some and not others leading staff to believe favoritism exists,3,,,,,,,,,,3,,,,,,,,,
194,timing of departmental reorganizations,52,,,,,,,,,,52,,,,,,,,,
195,clarity and consistency around promotions and career path opportunities,3,12,,,,,,,,,3,,,,,,,,,
196,project staffing while i understand it often does not make sense to hire a full time person for a project cfa needs to be willing to hire temporary help for projects we cannot continue to dangerously over extend our current employees during a project by expecting them to perform project work on top of their current job,2,,,,,,,,,,2,,,,,,,,,
197,the systems and administatative process need to be upgraded accouting close very slow process,6,13,,,,,,,,,13,,,,,,,,,
198,focusing more on strong execution of work we tend to prioritize strategy as a company which is great and necessary but we often minimize the importance of executing it well this can be seen in the planning process as there is lots of thought about how we will conduct the process and structure bodies of work but the measurement of metrics and performance on the backend is very limited,4,,,,,,,,,,,,,,,,,,,
199,speed and clarity of decision making at the support center for decisions that are more back of house and not restaurant customer facing,12,13,53,,,,,,,,13,53,,,,,,,,
200,traffic flow into the sc i know this is not completely a cfa issue it would help if we had entrance and exit ramps west on south fulton pkwy to ease the traffic issue seems like additional ramps would help cfa and the community as cfa keeps growing the traffic will potentially get worse,54,,,,,,,,,,13,54,,,,,,,,
201,people promotion decisions and fairness,3,,,,,,,,,,3,,,,,,,,,
202,chick fil a needs to improve the speed at which it decides on staff promotions,3,13,,,,,,,,,3,13,,,,,,,,
203,decisions around family care support it was a poor decision to end the family care reimbursement when the waiting list at the jccc is so large following that announcement with comments like the support center is open you can come back clearly indicates the lack of awareness around the complexities of childcare during this time,12,,,,,,,,,,,,,,,,,,,
204,as cfa grows i like the idea of being able to move to a new city in the future right now it seems like i have to choose cfa over a new location,54,,,,,,,,,,54,,,,,,,,,
205,which department owns decisions especially as it relates to international matters,52,,,,,,,,,,52,,,,,,,,,
206,clearly sharing information about upcoming changes in this case i am referring specifically to little blue menu because it is such an outside of the box kind of venture it was difficult to clearly understand what it was i have been hearing bits and pieces of it over the past few months but i didn t fully understand what it was until just recently,12,,,,,,,,,,,,,,,,,,,
207,organizational changes are communicated at the last minute and often leave departments questioning the overall impact there could be more transparency in how why these decisions are made and what it means for others,8,,,,,,,,,,52,,,,,,,,,
208,i do not think it s chick fil a as a whole but our department tax could do a better job when hiring promoting skilled staff our department s morale is down due to this we have people leaders that do not have the necessary people leader skills and sometimes do not have the technical skills either some staff are frustrated and strongly have considered leaving leadership has hired friends acquaintances that aren t adequately equipped and placed them in leadership positions feedback has been provided in the past but there seems to be no accountability from leadership when people leaders are not meeting expectations if we are struggling as staff due to a lack of leadership skills there needs to be a conversation action,2,3,52,70,,,,,,,70,,,,,,,,,
209,there needs to be improvements in staff recruitment and ultimate hiring decisions,2,,,,,,,,,,2,,,,,,,,,
210,defining career path for staff,3,,,,,,,,,,3,,,,,,,,,
211,sometimes systems are put into place before sufficient testing and time and energy may be wasted in transferring to new system or coordinating systems,6,,,,,,,,,,6,,,,,,,,,
